127.0.0.1 - - [12/Sep/2023:13:12:18 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:18 +0900] "GET /app/ HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:21 +0900] "GET /app/ine HTTP/1.1" 200 13845
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:21 +0900] "GET /app/resources/static/img/english.png HTTP/1.1" 200 1271
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:21 +0900] "GET /app/resources/static/img/%EB%A1%9C%EA%B3%A0.png HTTP/1.1" 200 21394
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/index HTTP/1.1" 200 28515
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/english.png HTTP/1.1" 200 1271
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/%EB%A1%9C%EA%B3%A0.png HTTP/1.1" 200 21394
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/Feeling.png HTTP/1.1" 200 103346
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/add.png HTTP/1.1" 200 714
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/search.png HTTP/1.1" 200 757
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/NewJeans.png HTTP/1.1" 200 119771
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song3.jpg HTTP/1.1" 200 53517
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/That's%20Not%20how%20This%20Works.png HTTP/1.1" 200 96792
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song6.jpg HTTP/1.1" 200 36863
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song1.webp HTTP/1.1" 200 38914
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song8.webp HTTP/1.1" 200 42056
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song10.webp HTTP/1.1" 200 31462
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/song4.jpg HTTP/1.1" 200 105442
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/%EB%B8%94%EB%9E%99%ED%95%91%ED%81%AC.png HTTP/1.1" 200 88408
0:0:0:0:0:0:0:1 - - [12/Sep/2023:13:12:26 +0900] "GET /app/resources/static/img/%EB%A1%9C%EA%B3%A0-removebg-preview.png HTTP/1.1" 200 6547
